 ACK Flag Count, Average Packet Size, Avg Bwd Segment Size, Avg Fwd Segment Size, Bwd IAT Max, Bwd IAT Mean, Bwd IAT Min, Bwd IAT Std, Bwd PSH Flags, Bwd Packet Length Mean, Bwd Packet Length Min, Bwd Packet Length Std, Bwd Packets/s, Down/Up Ratio, Flow Duration, Flow IAT Max, Flow IAT Mean, Flow IAT Min, Flow IAT Std, Flow Packets/s, Fwd IAT Max, Fwd IAT Mean, Fwd IAT Min, Fwd IAT Std, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Min, Fwd Packet Length Std, Label, Max Packet Length, Min Packet Length, PSH Flag Count, Packet Length Mean, Packet Length Std, Packet Length Variance, Protocol, RST Flag Count, SYN Flag Count, Total Backward Packets, Total Fwd Packets, Total Length of Bwd Packets, URG Flag Count,Bwd IAT Total,Bwd Packet Length Max,FIN Flag Count,Flow Bytes/s,Fwd IAT Total,Fwd PSH Flags,Fwd Packets/s,Total Length of Fwd Packets
0,440.13333333333327,0.0,432.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,645,89.0,10.932203389830509,0.0,19.857131444377824,93023.2558139535,89.0,10.932203389830509,0.0,19.857131444377824,440.0,432.8,224.0,39.10039229938878,DrDoS_NTP,440.0,224.0,0,432.9180327868853,38.78414413217821,1504.2098360655734,17,0,0,0,60,0.0,0,0.0,0.0,0,40260465.11627907,645.0,0,93023.2558139535,25968.0
0,574.5,0.0,383.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,383.0,383.0,383.0,0.0,UDP-lag,383.0,383.0,0,383.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,383000000.0,2.0,0,1000000.0,766.0
0,601.5,0.0,401.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,401.0,401.0,401.0,0.0,DrDoS_UDP,401.0,401.0,0,401.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,401000000.0,2.0,0,1000000.0,802.0
0,440.26666666666665,0.0,425.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,798,249.0,27.517241379310327,0.0,52.31813444799257,37593.984962406015,249.0,27.517241379310327,0.0,52.31813444799257,440.0,425.6,224.0,54.800956447731885,DrDoS_NTP,440.0,224.0,0,426.0645161290323,53.94190423277682,2909.729032258065,17,0,0,0,30,0.0,0,0.0,0.0,0,16000000.0,798.0,0,37593.984962406015,12768.0
0,562.5,0.0,375.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,375.0,375.0,375.0,0.0,DrDoS_SSDP,375.0,375.0,0,375.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,750000000.0,1.0,0,2000000.0,750.0
0,562.5,0.0,375.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,375.0,375.0,375.0,0.0,UDP,375.0,375.0,0,375.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,750000000.0,1.0,0,2000000.0,750.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,450.4761904761905,0.0,440.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,659,96.0,16.07317073170731,0.0,24.097085138977324,63732.92867981791,96.0,16.07317073170731,0.0,24.097085138977324,440.0,440.0,440.0,0.0,DrDoS_NTP,440.0,440.0,0,440.0,0.0,0.0,17,0,0,0,42,0.0,0,0.0,0.0,0,28042488.61911988,659.0,0,63732.92867981791,18480.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,NetBIOS,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,562.5,0.0,375.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,375.0,375.0,375.0,0.0,UDP,375.0,375.0,0,375.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,375000000.0,2.0,0,1000000.0,750.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49,49.0,49.0,49.0,0.0,40816.32653061225,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,TFTP,0.0,0.0,0,0.0,0.0,0.0,6,0,0,0,2,0.0,0,0.0,0.0,0,0.0,49.0,0,40816.32653061225,0.0
0,865.5,0.0,577.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,577.0,577.0,577.0,0.0,DrDoS_MSSQL,577.0,577.0,0,577.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1154000000.0,1.0,0,2000000.0,1154.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,DrDoS_SNMP,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,574.5,0.0,383.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,383.0,383.0,383.0,0.0,UDP-lag,383.0,383.0,0,383.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,766000000.0,1.0,0,2000000.0,766.0
0,826.5,0.0,551.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,551.0,551.0,551.0,0.0,MSSQL,551.0,551.0,0,551.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1102000000.0,1.0,0,2000000.0,1102.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,442.0,0.0,359.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,107400,107398.0,35800.0,1.0,62005.68686015824,37.243947858473,107398.0,35800.0,1.0,62005.68686015824,389.0,359.5,330.0,34.06366588218791,DrDoS_SSDP,389.0,330.0,0,353.6,32.3156308928048,1044.3,17,0,0,0,4,0.0,0,0.0,0.0,0,13389.199255121044,107400.0,0,37.243947858473,1438.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1472000000.0,2.0,0,1000000.0,2944.0
0,562.5,0.0,375.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,375.0,375.0,375.0,0.0,UDP,375.0,375.0,0,375.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,750000000.0,1.0,0,2000000.0,750.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,DrDoS_SNMP,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,434.7692307692308,0.0,417.8461538461538,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,696,175.0,27.84,0.0,50.80328073395786,37356.32183908046,175.0,27.84,0.0,50.80328073395786,440.0,417.8461538461538,152.0,78.26298860007445,DrDoS_NTP,440.0,152.0,0,418.66666666666674,76.86151382644181,5907.692307692309,17,0,0,0,26,0.0,0,0.0,0.0,0,15609195.402298853,696.0,0,37356.32183908046,10864.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51,51.0,51.0,51.0,0.0,39215.68627450981,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,Syn,0.0,0.0,0,0.0,0.0,0.0,6,0,0,0,2,0.0,0,0.0,0.0,0,0.0,51.0,0,39215.68627450981,0.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,NetBIOS,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51,51.0,51.0,51.0,0.0,39215.68627450981,51.0,51.0,51.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,57725490.196078435,51.0,0,39215.68627450981,2944.0
0,0.0,0.0,0.0,103.0,53.0,3.0,70.71067811865477,0,0.0,0.0,0.0,9433.962264150943,3.0,318,212.0,106.0,3.0,104.53229166147656,12578.61635220126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0,0.0,0,0.0,0.0,0.0,6,0,0,3,1,0.0,1,106.0,0.0,0,0.0,0.0,0,3144.654088050315,0.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1472000000.0,2.0,0,1000000.0,2944.0
0,442.0,0.0,359.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,107485,107484.0,35828.33333333333,0.0,62055.627660457474,37.21449504582035,107484.0,35828.33333333333,0.0,62055.627660457474,389.0,359.5,330.0,34.06366588218791,UDP,389.0,330.0,0,353.6,32.3156308928048,1044.3,17,0,0,0,4,0.0,0,0.0,0.0,0,13378.610968972414,107485.0,0,37.21449504582035,1438.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,NetBIOS,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,316.5,0.0,211.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,211.0,211.0,211.0,0.0,Portmap,211.0,211.0,0,211.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,422000000.0,1.0,0,2000000.0,422.0
0,601.5,0.0,401.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,401.0,401.0,401.0,0.0,DrDoS_UDP,401.0,401.0,0,401.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,802000000.0,1.0,0,2000000.0,802.0
0,745.5,0.0,497.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,497.0,497.0,497.0,0.0,Portmap,497.0,497.0,0,497.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,994000000.0,1.0,0,2000000.0,994.0
0,948.0,0.0,632.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,632.0,632.0,632.0,0.0,DrDoS_MSSQL,632.0,632.0,0,632.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1264000000.0,1.0,0,2000000.0,1264.0
0,694.5,0.0,463.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46,46.0,46.0,46.0,0.0,43478.260869565216,46.0,46.0,46.0,0.0,463.0,463.0,463.0,0.0,MSSQL,463.0,463.0,0,463.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,20130434.782608695,46.0,0,43478.260869565216,926.0
0,401.5,0.0,348.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,215367,109925.0,43073.4,1.0,58999.7408155324,27.859421359818356,109925.0,43073.4,1.0,58999.7408155324,393.0,348.0,321.0,35.08845964131227,UDP-lag,393.0,321.0,0,344.1428571428572,33.61759743263722,1130.1428571428569,17,0,0,0,6,0.0,0,0.0,0.0,0,9695.078633216788,215367.0,0,27.85942135981836,2088.0
0,607.5,0.0,405.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,405.0,405.0,405.0,0.0,DrDoS_NetBIOS,405.0,405.0,0,405.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,810000000.0,1.0,0,2000000.0,810.0
0,464.66666666666674,0.0,428.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53,44.0,4.818181818181818,0.0,13.013978498661986,226415.09433962265,44.0,4.818181818181818,0.0,13.013978498661986,440.0,428.0,368.0,28.025961989814824,DrDoS_NTP,440.0,368.0,0,428.9230769230769,27.038434183157182,731.0769230769231,17,0,0,0,12,0.0,0,0.0,0.0,0,96905660.3773585,53.0,0,226415.09433962265,5136.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,NetBIOS,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,TFTP,0.0,0.0,0,0.0,0.0,0.0,6,0,0,0,2,0.0,0,0.0,0.0,0,0.0,1.0,0,2000000.0,0.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_DNS,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1472000000.0,2.0,0,1000000.0,2944.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,1000000.0,2.0,2.0,2.0,0.0,1472.0,1472.0,1472.0,0.0,LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,1472000000.0,2.0,0,1000000.0,2944.0
0,31.0,0.0,15.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,31.0,15.5,0.0,21.92031021678297,BENIGN,31.0,0.0,0,20.666666666666664,17.8978583448784,320.33333333333337,6,1,0,0,2,0.0,1,0.0,0.0,0,31000000.0,1.0,1,2000000.0,31.0
0,442.0,0.0,359.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,106821,106818.0,35607.0,1.0,61670.535030920575,37.4458205783507,106818.0,35607.0,1.0,61670.535030920575,389.0,359.5,330.0,34.06366588218791,DrDoS_SSDP,389.0,330.0,0,353.6,32.3156308928048,1044.3,17,0,0,0,4,0.0,0,0.0,0.0,0,13461.772497917076,106821.0,0,37.4458205783507,1438.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,NetBIOS,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
0,616.5,0.0,411.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,411.0,411.0,411.0,0.0,DrDoS_MSSQL,411.0,411.0,0,411.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,822000000.0,1.0,0,2000000.0,822.0
0,316.5,0.0,211.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,211.0,211.0,211.0,0.0,Portmap,211.0,211.0,0,211.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,422000000.0,1.0,0,2000000.0,422.0
0,401.5,0.0,348.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,217405,109327.0,43481.0,1.0,59539.08748041072,27.598261309537502,109327.0,43481.0,1.0,59539.08748041072,393.0,348.0,321.0,35.08845964131227,UDP-lag,393.0,321.0,0,344.1428571428572,33.61759743263722,1130.1428571428569,17,0,0,0,6,0.0,0,0.0,0.0,0,9604.19493571905,217405.0,0,27.598261309537502,2088.0
0,2208.0,0.0,1472.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,1472.0,1472.0,1472.0,0.0,DrDoS_LDAP,1472.0,1472.0,0,1472.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,2944000000.0,1.0,0,2000000.0,2944.0
0,445.6923076923077,0.0,437.2307692307692,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,214,49.0,4.196078431372549,0.0,9.955942161027528,242990.65420560748,49.0,4.196078431372549,0.0,9.955942161027528,440.0,437.2307692307692,368.0,13.98124147285111,DrDoS_NTP,440.0,368.0,0,437.2830188679245,13.851377824399009,191.86066763425248,17,0,0,0,52,0.0,0,0.0,0.0,0,106242990.6542056,214.0,0,242990.6542056075,22736.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,49,49.0,49.0,49.0,0.0,40816.32653061225,49.0,49.0,49.0,0.0,229.0,229.0,229.0,0.0,DrDoS_SNMP,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,9346938.775510203,49.0,0,40816.32653061225,458.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,229.0,229.0,0.0,Portmap,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,458.0
0,442.0,0.0,359.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,106877,106875.0,35625.66666666667,1.0,61703.73266937206,37.42620021145803,106875.0,35625.66666666667,1.0,61703.73266937206,389.0,359.5,330.0,34.06366588218791,DrDoS_UDP,389.0,330.0,0,353.6,32.3156308928048,1044.3,17,0,0,0,4,0.0,0,0.0,0.0,0,13454.71897601916,106877.0,0,37.42620021145803,1438.0
0,562.5,0.0,375.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48,48.0,48.0,48.0,0.0,41666.666666666664,48.0,48.0,48.0,0.0,375.0,375.0,375.0,0.0,DrDoS_UDP,375.0,375.0,0,375.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,15625000.0,48.0,0,41666.66666666666,750.0
0,888.0,0.0,592.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48,48.0,48.0,48.0,0.0,41666.666666666664,48.0,48.0,48.0,0.0,592.0,592.0,592.0,0.0,MSSQL,592.0,592.0,0,592.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,24666666.666666664,48.0,0,41666.66666666666,1184.0
0,718.5,0.0,479.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,479.0,479.0,479.0,0.0,MSSQL,479.0,479.0,0,479.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,958000000.0,1.0,0,2000000.0,958.0
0,669.0,0.0,446.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,446.0,446.0,446.0,0.0,MSSQL,446.0,446.0,0,446.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,892000000.0,1.0,0,2000000.0,892.0
0,343.5,0.0,229.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,2000000.0,1.0,1.0,1.0,0.0,229.0,229.0,229.0,0.0,NetBIOS,229.0,229.0,0,229.0,0.0,0.0,17,0,0,0,2,0.0,0,0.0,0.0,0,458000000.0,1.0,0,2000000.0,458.0
